year,iso_code,country,economic_freedom,rank,quartile,gdp_growth
2011,NPL,Nepal,6.12,127.0,4.0,"3,421828241"
2011,NLD,Netherlands,7.58,24.0,1.0,"0,944534969"
2011,NZL,New Zealand,8.39,3.0,1.0,"2,328727535"
2011,NIC,Nicaragua,7.31,47.0,2.0,"7,325911306"
2011,NER,Niger,5.8,134.0,4.0,"2,31140022"
2011,NGA,Nigeria,6.34,111.0,3.0,"4,887386611"
2011,NOR,Norway,7.56,27.0,1.0,"1,341200873"
2011,OMN,Oman,6.91,78.0,3.0,"4,4921"
2011,PAK,Pakistan,6.23,118.0,4.0,"2,785944292"
2011,PAN,Panama,7.13,64.0,2.0,"10,77019485"
2011,PNG,Pap. New Guinea,6.83,84.0,3.0,9
2011,PRY,Paraguay,6.8,87.0,3.0,"4,342407086"
2011,PER,Peru,7.62,23.0,1.0,"6,452220304"
2011,PHL,Philippines,7.22,55.0,2.0,"3,638680736"
2011,POL,Poland,7.24,52.0,2.0,"4,452772483"
2011,PRT,Portugal,7.27,49.0,2.0,"-1,250481733"
2011,QAT,Qatar,7.23,54.0,2.0,"14,79"
2011,ROU,Romania,7.34,42.0,2.0,"2,308920543"
2011,RUS,Russia,6.56,104.0,3.0,"4,264179823"
2011,RWA,Rwanda,7.45,35.0,1.0,"7,460184409"
2011,SAU,Saudi Arabia,6.67,95.0,3.0,"8,569980049"
2011,SEN,Senegal,5.9,132.0,4.0,"2,066645293"
2011,SRB,Serbia,6.64,97.0,3.0,"1,567208734"
2011,SYC,Seychelles,,,,"5,006"
2011,SLE,Sierra Leone,6.18,122.0,4.0,"6,029726915"
2011,SGP,Singapore,8.76,2.0,1.0,"6,056872247"
2011,SVK,Slovak Rep,7.48,32.0,1.0,"2,983253836"
2011,SVN,Slovenia,6.83,84.0,3.0,"0,708859535"
2011,ZAF,South Africa,7.12,65.0,2.0,"3,599279005"
2011,ESP,Spain,7.45,35.0,1.0,"0,050305082"
2011,LKA,Sri Lanka,6.77,88.0,3.0,"8,245909534"
2011,SDN,Sudan,,,,"-3,294329769"
2011,SUR,Suriname,6.35,110.0,3.0,"5,292355487"
2011,SWZ,Swaziland,6.58,102.0,3.0,"-0,662301611"
2011,SWE,Sweden,7.57,25.0,1.0,"2,932588253"
2011,CHE,Switzerland,8.23,4.0,1.0,"1,790282415"
2011,SYR,Syria,6.18,122.0,4.0,
2011,TJK,Tajikistan,6.39,109.0,3.0,"7,4"
2011,TZA,Tanzania,6.76,89.0,3.0,"6,448797201"
2011,THA,Thailand,6.59,101.0,3.0,"0,077086894"
2011,TLS,Timor-Leste,6.89,80.0,3.0,"12,03039709"
2011,TGO,Togo,5.45,141.0,4.0,"4,883763946"
2011,TTO,Trinidad & Tob.,6.65,96.0,3.0,"-1,601761263"
2011,TUN,Tunisia,6.97,73.0,2.0,"-0,234308872"
2011,TUR,Turkey,7.03,70.0,2.0,"8,772747566"
2011,UGA,Uganda,7.26,50.0,2.0,"6,620384148"
2011,UKR,Ukraine,6.15,125.0,4.0,"5,2"
2011,ARE,Unit. Arab Em.,7.69,17.0,1.0,"3,879829306"
2011,GBR,United Kingdom,7.9,9.0,1.0,"1,117381611"
2011,USA,United States,7.76,12.0,1.0,"1,847165649"
2011,URY,Uruguay,7.39,37.0,1.0,"7,341183524"
2011,VEN,Venezuela,3.91,153.0,4.0,"4,17502867"
2011,VNM,Vietnam,6.24,117.0,4.0,"6,240302749"
2011,YEM,"Yemen, Rep.",6.19,121.0,4.0,"-15,08839309"
2011,ZMB,Zambia,7.34,42.0,2.0,"6,838552962"
2011,ZWE,Zimbabwe,4.93,150.0,4.0,"11,90540823"
2010,ALB,Albania,7.35,38.0,1.0,"3,5"
2010,DZA,Algeria,5.07,147.0,4.0,"3,600169066"
2010,AGO,Angola,5.3,145.0,4.0,"3,407643628"
2010,ARG,Argentina,5.59,139.0,4.0,"9,136242089"
2010,ARM,Armenia,7.56,23.0,1.0,"2,2"
2010,AUS,Australia,8.02,5.0,1.0,"1,962772449"
2010,AUT,Austria,7.62,18.0,1.0,"1,769168996"
2010,AZE,Azerbaijan,5.97,128.0,4.0,"4,854339505"
2010,BHS,Bahamas,7.38,37.0,1.0,"0,987986326"
2010,BHR,Bahrain,7.47,29.0,1.0,"4,336764484"
2010,BGD,Bangladesh,6.35,109.0,3.0,"6,069339864"
2010,BLR,Belarus,,,,"7,740781216"
2010,BEL,Belgium,7.39,36.0,1.0,"2,337832274"
2010,BLZ,Belize,6.52,100.0,3.0,"3,850983675"
2010,BEN,Benin,6.05,125.0,4.0,"2,552817841"
2010,BTN,Bhutan,,,,"11,73085436"
2010,BOL,Bolivia,6.35,109.0,3.0,"4,126722747"
2010,BIH,Bosnia and Herzegovina,6.63,92.0,3.0,"0,699999999"
2010,BWA,Botswana,7.02,67.0,2.0,"8,594135556"
2010,BRA,Brazil,6.46,103.0,3.0,"7,533615453"
2010,BRN,Brunei Darussalam,7.07,63.0,2.0,"2,598965911"
2010,BGR,Bulgaria,7.3,46.0,2.0,"0,4"
2010,BFA,Burkina Faso,5.93,131.0,4.0,"7,939698739"
2010,BDI,Burundi,5.18,146.0,4.0,"3,785902542"
2010,KHM,Cambodia,7.08,62.0,2.0,"5,963078575"
2010,CMR,Cameroon,6.08,123.0,4.0,"3,343429598"
2010,CAN,Canada,8.01,6.0,1.0,"3,374254224"
2010,CPV,Cape Verde,6.38,108.0,3.0,"1,466912709"
2010,CAF,Central Afr. Rep.,5.04,149.0,4.0,"6,635415455"
2010,TCD,Chad,5.44,143.0,4.0,"13,55010086"
2010,CHL,Chile,7.89,8.0,1.0,"5,762971568"
2010,CHN,China,6.26,115.0,3.0,"10,446989"
2010,COL,Colombia,6.74,84.0,3.0,"3,971800705"
2010,COD,"Congo, Dem. R.",5.38,144.0,4.0,"7,078895468"
2010,COG,"Congo, Rep. Of",4.74,150.0,4.0,"8,751655799"
2010,CRI,Costa Rica,7.28,48.0,2.0,"4,954320527"
2010,CIV,Cote d'Ivoire,5.69,137.0,4.0,"2,362457855"
2010,HRV,Croatia,6.68,88.0,3.0,"-2,272324064"
2010,CYP,Cyprus,7.73,14.0,1.0,"1,3"
2010,CZE,Czech Rep.,7.22,52.0,2.0,"2,469311484"
2010,DNK,Denmark,7.77,13.0,1.0,"1,386859103"
2010,DOM,Dominican Rep.,7.16,59.0,2.0,"7,751220866"
2010,ECU,Ecuador,5.87,135.0,4.0,"2,953077302"
2010,EGY,Egypt,6.35,109.0,3.0,"5,146618791"
2010,SLV,El Salvador,7.21,54.0,2.0,"1,364783667"
2010,EST,Estonia,7.82,10.0,1.0,"2,564990907"
2010,ETH,Ethiopia,5.6,138.0,4.0,"12,55054399"
2010,FJI,Fiji,6.93,73.0,2.0,"0,111136994"
2010,FIN,Finland,7.79,12.0,1.0,"3,363032326"
2010,FRA,France,7.42,35.0,1.0,"1,724775595"
2010,GAB,Gabon,5.54,141.0,4.0,"6,7"
2010,GMB,"Gambia, The",7.24,49.0,2.0,"6,526297444"
2010,GEO,Georgia,7.5,27.0,1.0,"6,253027581"
2010,DEU,Germany,7.59,19.0,1.0,"4,012465914"
2010,GHA,Ghana,6.75,83.0,3.0,"8,007036608"
2010,GRC,Greece,6.81,82.0,3.0,"-4,943699523"
2010,GTM,Guatemala,7.15,60.0,2.0,"2,869481449"
2010,GIN,Guinea,,,,"1,936217423"
2010,GNB,Guinea-Bissau,5.05,148.0,4.0,"3,472"
2010,GUY,Guyana,6.21,117.0,4.0,"4,370869417"
2010,HTI,Haiti,6.21,117.0,4.0,"-5,497792337"
2010,HND,Honduras,7.21,54.0,2.0,"3,731270148"
2010,HKG,Hong Kong,9.02,1.0,1.0,"6,767654065"
2010,HUN,Hungary,7.31,45.0,2.0,"1,258152876"
2010,ISL,Iceland,6.48,102.0,3.0,"-4,098777486"
2010,IND,India,6.39,107.0,3.0,"10,25996306"
2010,IDN,Indonesia,6.85,77.0,3.0,"6,223854181"
2010,IRN,Iran,5.91,132.0,4.0,"5,89"
2010,IRQ,Iraq,,,,"6,898839198"
2010,IRL,Ireland,7.67,16.0,1.0,"-1,063163455"
2010,ISR,Israel,7.32,43.0,2.0,"5,66445"
2010,ITA,Italy,7.19,57.0,2.0,"1,723288452"
2010,JAM,Jamaica,6.97,70.0,2.0,"-1,480026897"
2010,JPN,Japan,7.59,19.0,1.0,"4,652030154"
2010,JOR,Jordan,7.45,33.0,1.0,"2,33682983"
2010,KAZ,Kazakhstan,6.94,72.0,2.0,"7,299999999"
2010,KEN,Kenya,6.92,75.0,2.0,"5,802908375"
2010,KOR,"Korea, South",7.51,26.0,1.0,"6,496785169"
2010,KWT,Kuwait,6.95,71.0,2.0,"-2,370603652"
2010,KGZ,Kyrgyz Republic,6.61,95.0,3.0,"-0,471566603"
2010,LAO,Laos,,,,"8,526905517"
2010,LVA,Latvia,7.23,50.0,2.0,"-0,343503564"
2010,LBN,Lebanon,7.21,54.0,2.0,"7,996086279"
2010,LSO,Lesotho,6.08,123.0,4.0,"7,091264507"
2010,LBR,Liberia,,,,"10,9425022"
2010,LBY,Libya,,,,"5,002724865"
2010,LTU,Lithuania,7.47,29.0,1.0,"1,330192805"
2010,LUX,Luxembourg,7.53,25.0,1.0,"3,101429733"
2010,MKD,Macedonia,6.93,73.0,2.0,"2,899999999"
2010,MDG,Madagascar,6.41,104.0,3.0,"-0,370897548"
2010,MWI,Malawi,6.27,114.0,3.0,"6,533362436"
2010,MYS,Malaysia,6.85,77.0,3.0,"7,425006152"
2010,MLI,Mali,6.04,126.0,4.0,"5,819314829"
2010,MLT,Malta,7.59,19.0,1.0,"4,3"
2010,MRT,Mauritania,5.77,136.0,4.0,"4,3"
2010,MUS,Mauritius,7.98,7.0,1.0,"4,109994779"
2010,MEX,Mexico,6.67,89.0,3.0,"5,110198731"
2010,MDA,Moldova,6.58,97.0,3.0,"7,094071762"
2010,MNG,Mongolia,7.06,64.0,2.0,"6,365161685"
2010,MNE,Montenegro,7.33,41.0,2.0,"2,5"
2010,MAR,Morocco,6.41,104.0,3.0,"3,642974764"
2010,MOZ,Mozambique,5.51,142.0,4.0,"7,084660132"
2010,MMR,Myanmar,4.06,152.0,4.0,
2010,NAM,Namibia,6.84,79.0,3.0,"6,595726722"
2010,NPL,Nepal,6.2,119.0,4.0,"4,81641465"
2010,NLD,Netherlands,7.48,28.0,1.0,"1,527726433"
2010,NZL,New Zealand,8.33,3.0,1.0,"0,654481233"
2010,NIC,Nicaragua,7.18,58.0,2.0,"3,302882356"
2010,NER,Niger,5.91,132.0,4.0,"8,369239798"
2010,NGA,Nigeria,6.12,121.0,4.0,"7,839739477"
2010,NOR,Norway,7.47,29.0,1.0,"0,478112087"
2010,OMN,Oman,7.01,68.0,2.0,"5,6"
2010,PAK,Pakistan,6.17,120.0,4.0,"1,606680858"
2010,PAN,Panama,7.22,52.0,2.0,"5,851873793"
2010,PNG,Pap. New Guinea,6.87,76.0,2.0,8
2010,PRY,Paraguay,6.74,84.0,3.0,"13,09300368"
2010,PER,Peru,7.64,17.0,1.0,"8,450752161"
2010,PHL,Philippines,7.05,65.0,2.0,"7,632263915"
2010,POL,Poland,7.12,61.0,2.0,"3,875409612"
2010,PRT,Portugal,7.0,69.0,2.0,"1,936409694"
2010,QAT,Qatar,7.35,38.0,1.0,"16,72897536"
2010,ROU,Romania,7.3,46.0,2.0,"-0,93965598"
2010,RUS,Russia,6.54,99.0,3.0,"4,503723177"
2010,RWA,Rwanda,7.23,50.0,2.0,"6,264845606"
2010,SAU,Saudi Arabia,6.71,86.0,3.0,"7,434452819"
2010,SEN,Senegal,5.95,130.0,4.0,"4,266247626"
2010,SRB,Serbia,6.56,98.0,3.0,"1,006702639"
2010,SYC,Seychelles,,,,"5,643"
2010,SLE,Sierra Leone,6.22,116.0,4.0,"5,441246559"
2010,SGP,Singapore,8.76,2.0,1.0,"15,24037704"
2010,SVK,Slovak Rep,7.47,29.0,1.0,"4,425340286"
2010,SVN,Slovenia,6.82,81.0,3.0,"1,258448428"
2010,ZAF,South Africa,7.05,65.0,2.0,"3,140136225"
2010,ESP,Spain,7.32,43.0,2.0,"-0,201262019"
2010,LKA,Sri Lanka,6.63,92.0,3.0,"8,015959406"
2010,SDN,Sudan,,,,"3,477218623"
2010,SUR,Suriname,6.64,91.0,3.0,"4,220629047"
2010,SWZ,Swaziland,6.41,104.0,3.0,"1,866465856"
2010,SWE,Sweden,7.58,22.0,1.0,"6,556845091"
2010,CHE,Switzerland,8.3,4.0,1.0,"2,953221916"
2010,SYR,Syria,5.96,129.0,4.0,
2010,TJK,Tajikistan,6.28,113.0,3.0,"6,5"
2010,TZA,Tanzania,6.7,87.0,3.0,"7,043072344"
2010,THA,Thailand,6.65,90.0,3.0,"7,810512395"
2010,TLS,Timor-Leste,6.0,127.0,4.0,"9,492558303"
2010,TGO,Togo,5.55,140.0,4.0,"3,99567877"
2010,TTO,Trinidad & Tob.,6.61,95.0,3.0,"0,208234844"
2010,TUN,Tunisia,6.49,101.0,3.0,"3,60798742"
2010,TUR,Turkey,6.83,80.0,3.0,"9,156952929"
2010,UGA,Uganda,7.44,34.0,1.0,"5,861476763"
2010,UKR,Ukraine,5.9,134.0,4.0,"4,2"
2010,ARE,Unit. Arab Em.,7.56,23.0,1.0,"1,670759558"
2010,GBR,United Kingdom,7.89,8.0,1.0,"1,659754161"
2010,USA,United States,7.81,11.0,1.0,"2,507299954"
2010,URY,Uruguay,7.33,41.0,2.0,"8,404087221"
2010,VEN,Venezuela,3.96,153.0,4.0,"-1,488058463"
2010,VNM,Vietnam,6.33,112.0,3.0,"6,423238217"
2010,YEM,"Yemen, Rep.",6.12,121.0,4.0,"3,317465196"
2010,ZMB,Zambia,7.35,38.0,1.0,"7,620163434"
2010,ZWE,Zimbabwe,4.46,151.0,4.0,"11,37592111"
2009,ALB,Albania,7.31,39.0,2.0,"3,3"
2009,DZA,Algeria,5.18,135.0,4.0,"1,599979658"
2009,AGO,Angola,5.14,137.0,4.0,"2,412911615"
2009,ARG,Argentina,5.82,123.0,4.0,"0,050512782"
2009,ARM,Armenia,7.55,18.0,1.0,"-14,14998864"
2009,AUS,Australia,7.97,7.0,1.0,"1,742734109"
2009,AUT,Austria,7.66,15.0,1.0,"-3,82189437"
2009,AZE,Azerbaijan,6.06,111.0,4.0,"9,410653522"
2009,BHS,Bahamas,7.49,25.0,1.0,"-4,175259175"
2009,BHR,Bahrain,7.29,40.0,2.0,"2,545628797"
2009,BGD,Bangladesh,6.3,101.0,3.0,"5,741158626"
2009,BLR,Belarus,,,,"0,163535159"
2009,BEL,Belgium,7.28,42.0,2.0,"-2,800566856"
2009,BLZ,Belize,7.07,60.0,2.0,"0,293870697"
2009,BEN,Benin,6.1,110.0,4.0,"2,666515398"
2009,BTN,Bhutan,,,,"6,657223796"
2009,BOL,Bolivia,6.3,101.0,3.0,"3,35699943"
2009,BIH,Bosnia and Herzegovina,6.56,89.0,3.0,"-2,91"
2009,BWA,Botswana,6.76,80.0,3.0,"-7,84100195"
2009,BRA,Brazil,6.24,105.0,3.0,"-0,32824804"
2009,BRN,Brunei Darussalam,,,,"-1,764535725"
2009,BGR,Bulgaria,7.29,40.0,2.0,"-5,5"
2009,BFA,Burkina Faso,5.9,118.0,4.0,"2,965439145"
2009,BDI,Burundi,5.43,131.0,4.0,"3,468425427"
2009,KHM,Cambodia,,,,"0,086696959"
2009,CMR,Cameroon,5.85,122.0,4.0,"1,868461235"
2009,CAN,Canada,8.01,6.0,1.0,"-2,711471143"
2009,CPV,Cape Verde,,,,"-1,270403684"
2009,CAF,Central Afr. Rep.,5.2,133.0,4.0,"8,907131878"
2009,TCD,Chad,5.16,136.0,4.0,"4,217695551"
2009,CHL,Chile,7.87,9.0,1.0,"-1,036430936"
2009,CHN,China,6.31,100.0,3.0,"9,214199"
2009,COL,Colombia,6.7,82.0,3.0,"1,651549245"
2009,COD,"Congo, Dem. R.",5.28,132.0,4.0,"2,85506401"
2009,COG,"Congo, Rep. Of",4.9,138.0,4.0,"7,46887803"
2009,CRI,Costa Rica,7.37,35.0,1.0,"-1,015718862"
2009,CIV,Cote d'Ivoire,5.69,128.0,4.0,"3,648483968"
2009,HRV,Croatia,6.78,79.0,3.0,"-6,947204741"
2009,CYP,Cyprus,7.77,11.0,1.0,"-1,666159464"
2009,CZE,Czech Rep.,7.17,48.0,2.0,"-4,507138802"
2009,DNK,Denmark,7.66,15.0,1.0,"-5,666315591"
2009,DOM,Dominican Rep.,6.95,67.0,2.0,"3,454054459"
2009,ECU,Ecuador,5.92,116.0,4.0,"0,566491592"
2009,EGY,Egypt,6.21,107.0,4.0,"4,686129558"
2009,SLV,El Salvador,7.4,31.0,1.0,"-3,133046282"
2009,EST,Estonia,7.7,14.0,1.0,"-14,09833892"
2009,ETH,Ethiopia,5.78,126.0,4.0,"8,802483468"
2009,FJI,Fiji,7.08,59.0,2.0,"-1,272367571"
2009,FIN,Finland,7.71,13.0,1.0,"-8,538612573"
2009,FRA,France,7.43,28.0,1.0,"-3,147069489"
2009,GAB,Gabon,5.8,124.0,4.0,"-2,9"
2009,GMB,"Gambia, The",,,,"6,449695843"
2009,GEO,Georgia,7.41,30.0,1.0,"-3,775773961"
2009,DEU,Germany,7.55,18.0,1.0,"-5,145496536"
2009,GHA,Ghana,6.87,74.0,3.0,"3,991256102"
2009,GRC,Greece,6.96,66.0,2.0,"-3,136635921"
2009,GTM,Guatemala,7.15,53.0,2.0,"0,526037754"
2009,GIN,Guinea,,,,"-0,280192286"
2009,GNB,Guinea-Bissau,5.19,134.0,4.0,"2,996"
2009,GUY,Guyana,6.33,99.0,3.0,"3,31862417"
2009,HTI,Haiti,6.79,77.0,3.0,"3,083247688"
2009,HND,Honduras,7.16,50.0,2.0,"-2,431875015"
2009,HKG,Hong Kong,9.09,1.0,1.0,"-2,459153731"
2009,HUN,Hungary,7.27,43.0,2.0,"-6,798624513"
2009,ISL,Iceland,6.9,70.0,2.0,"-6,561762894"
2009,IND,India,6.39,97.0,3.0,"8,479783897"
2009,IDN,Indonesia,6.55,92.0,3.0,"4,628872248"
2009,IRN,Iran,5.91,117.0,4.0,"3,94"
2009,IRQ,Iraq,,,,"5,80896656"
2009,IRL,Ireland,7.76,12.0,1.0,"-6,384444421"
2009,ISR,Israel,7.14,54.0,2.0,"1,247880006"
2009,ITA,Italy,6.97,65.0,2.0,"-5,494407233"
2009,JAM,Jamaica,7.26,45.0,2.0,"-4,411220992"
2009,JPN,Japan,7.52,21.0,1.0,"-5,526976489"
2009,JOR,Jordan,7.23,47.0,2.0,"5,476581722"
2009,KAZ,Kazakhstan,7.07,60.0,2.0,"1,2"
2009,KEN,Kenya,6.9,70.0,2.0,"2,735286186"
2009,KOR,"Korea, South",7.35,37.0,2.0,"0,707518483"
2009,KWT,Kuwait,7.1,57.0,2.0,"-7,076102807"
2009,KGZ,Kyrgyz Republic,6.91,69.0,2.0,"2,886294568"
2009,LAO,Laos,,,,"7,501774913"
2009,LVA,Latvia,7.33,38.0,2.0,"-17,95499387"
2009,LBN,Lebanon,,,,"10,30091265"
2009,LSO,Lesotho,6.03,115.0,4.0,"3,357937755"
2009,LBR,Liberia,,,,"13,76159475"
2009,LBY,Libya,,,,"2,1"
2009,LTU,Lithuania,7.55,18.0,1.0,"-14,74171262"
2009,LUX,Luxembourg,7.51,22.0,1.0,"-5,556200253"
2009,MKD,Macedonia,6.89,72.0,3.0,"-0,920267749"
2009,MDG,Madagascar,6.28,103.0,3.0,"-4,01378169"
2009,MWI,Malawi,6.22,106.0,3.0,"9,03583527"
2009,MYS,Malaysia,6.6,87.0,3.0,"-1,513682716"
2009,MLI,Mali,6.04,113.0,4.0,"4,457421986"
2009,MLT,Malta,7.64,17.0,1.0,"-2,8"
2009,MRT,Mauritania,6.04,113.0,4.0,"-1,220190914"
2009,MUS,Mauritius,7.85,10.0,1.0,"3,006524399"
2009,MEX,Mexico,6.53,93.0,3.0,"-4,700339936"
2009,MDA,Moldova,6.66,84.0,3.0,"-5,98957986"
2009,MNG,Mongolia,7.03,63.0,2.0,"-1,268598942"
2009,MNE,Montenegro,7.16,50.0,2.0,"-5,7"
2009,MAR,Morocco,6.26,104.0,3.0,"4,758347025"
2009,MOZ,Mozambique,5.47,130.0,4.0,"6,334019034"
2009,MMR,Myanmar,4.22,141.0,4.0,
2009,NAM,Namibia,6.93,68.0,2.0,"-1,458812021"
2009,NPL,Nepal,5.86,121.0,4.0,"4,53307872"
2009,NLD,Netherlands,7.44,27.0,1.0,"-3,667576572"
2009,NZL,New Zealand,8.27,3.0,1.0,"2,205663711"
2009,NIC,Nicaragua,7.09,58.0,2.0,"-2,759448575"
2009,NER,Niger,5.7,127.0,4.0,"-0,712671174"
2009,NGA,Nigeria,5.89,119.0,4.0,"6,934416004"
2009,NOR,Norway,7.5,24.0,1.0,"-1,634933111"
2009,OMN,Oman,7.13,55.0,2.0,"1,1"
2009,PAK,Pakistan,6.12,109.0,4.0,"2,831658519"
2009,PAN,Panama,7.25,46.0,2.0,"3,974164892"
2009,PNG,Pap. New Guinea,6.83,75.0,3.0,"5,5"
2009,PRY,Paraguay,6.56,89.0,3.0,"-3,965695886"
2009,PER,Peru,7.51,22.0,1.0,"1,049228626"
2009,PHL,Philippines,6.66,84.0,3.0,"1,148330409"
2009,POL,Poland,7.16,50.0,2.0,"1,79123257"
2009,PRT,Portugal,7.17,48.0,2.0,"-2,908357436"
2009,QAT,Qatar,,,,"11,95755129"
2009,ROU,Romania,7.45,26.0,1.0,"-6,798769638"
2009,RUS,Russia,6.43,95.0,3.0,"-7,821508547"
2009,RWA,Rwanda,6.89,72.0,3.0,"6,246056782"
2009,SAU,Saudi Arabia,,,,"1,829175774"
2009,SEN,Senegal,6.05,112.0,4.0,"2,423175916"
2009,SRB,Serbia,6.58,88.0,3.0,"-3,505767581"
2009,SYC,Seychelles,,,,"-1,107181169"
2009,SLE,Sierra Leone,6.18,108.0,4.0,"3,249939162"
2009,SGP,Singapore,8.77,2.0,1.0,"-0,603388298"
2009,SVK,Slovak Rep,7.42,29.0,1.0,"-4,935620599"
2009,SVN,Slovenia,7.02,64.0,2.0,"-7,942966922"
2009,ZAF,South Africa,6.82,76.0,3.0,"-1,52634694"
2009,ESP,Spain,7.27,43.0,2.0,"-3,832364395"
2009,LKA,Sri Lanka,6.35,98.0,3.0,"3,538912053"
2009,SDN,Sudan,,,,"3,232140297"
2009,SUR,Suriname,,,,"3,01369863"
2009,SWZ,Swaziland,,,,"1,266029631"
2009,SWE,Sweden,7.39,33.0,1.0,"-5,027744594"
2009,CHE,Switzerland,8.26,4.0,1.0,"-1,936830719"
2009,SYR,Syria,5.79,125.0,4.0,
2009,TJK,Tajikistan,,,,"3,8"
2009,TZA,Tanzania,6.42,96.0,3.0,"6,021952116"
2009,THA,Thailand,6.69,83.0,3.0,"-2,329848588"
2009,TLS,Timor-Leste,,,,"12,76595745"
2009,TGO,Togo,5.57,129.0,4.0,"3,510296675"
2009,TTO,Trinidad & Tob.,6.61,86.0,3.0,"-4,391808271"
2009,TUN,Tunisia,6.71,81.0,3.0,"3,606653912"
2009,TUR,Turkey,6.79,77.0,3.0,"-4,825875224"
2009,UGA,Uganda,7.36,36.0,2.0,"7,251045316"
2009,UKR,Ukraine,5.89,119.0,4.0,"-14,8"
2009,ARE,Unit. Arab Em.,7.4,31.0,1.0,"-4,803924578"
2009,GBR,United Kingdom,8.08,5.0,1.0,"-5,170407757"
2009,USA,United States,7.95,8.0,1.0,"-2,80242153"
2009,URY,Uruguay,7.05,62.0,2.0,"2,35125871"
2009,VEN,Venezuela,4.36,140.0,4.0,"-3,202050406"
2009,VNM,Vietnam,6.45,94.0,3.0,"5,397897543"
2009,YEM,"Yemen, Rep.",,,,"4,134837952"
2009,ZMB,Zambia,7.13,55.0,2.0,"6,044640393"
2009,ZWE,Zimbabwe,4.5,139.0,4.0,"5,984391153"
2008,ALB,Albania,7.22,47.0,2.0,"7,7"
2008,DZA,Algeria,5.16,132.0,4.0,2
2008,AGO,Angola,4.41,139.0,4.0,"13,81709896"
2008,ARG,Argentina,5.88,120.0,4.0,"3,102113256"
2008,ARM,Armenia,7.59,22.0,1.0,"6,9"
2008,AUS,Australia,8.08,6.0,1.0,"3,697628496"
2008,AUT,Austria,7.7,16.0,1.0,"1,436259096"
2008,AZE,Azerbaijan,6.15,105.0,3.0,"10,77242069"
2008,BHS,Bahamas,7.58,24.0,1.0,"-2,323937248"
2008,BHR,Bahrain,7.42,34.0,1.0,"6,236542559"
2008,BGD,Bangladesh,6.07,107.0,4.0,"6,190431553"
2008,BLR,Belarus,,,,"10,24824592"
2008,BEL,Belgium,7.3,42.0,2.0,"0,98516304"
2008,BLZ,Belize,7.32,40.0,2.0,"3,881378107"
2008,BEN,Benin,5.99,114.0,4.0,"5,018430261"
2008,BTN,Bhutan,,,,"4,768354169"
2008,BOL,Bolivia,6.09,106.0,3.0,"6,14849781"
2008,BIH,Bosnia and Herzegovina,6.56,88.0,3.0,"5,42"
2008,BWA,Botswana,6.85,69.0,2.0,"3,901466752"
2008,BRA,Brazil,6.31,97.0,3.0,"5,169299014"
2008,BRN,Brunei Darussalam,,,,"-1,939714507"
2008,BGR,Bulgaria,7.17,55.0,2.0,"6,2"
2008,BFA,Burkina Faso,5.95,118.0,4.0,"5,800005065"
2008,BDI,Burundi,5.01,134.0,4.0,"5,048118782"
2008,KHM,Cambodia,,,,"6,691577475"
2008,CMR,Cameroon,5.57,127.0,4.0,"3,627197143"
2008,CAN,Canada,8.04,7.0,1.0,"1,175426272"
2008,CPV,Cape Verde,,,,"6,6505205"
2008,CAF,Central Afr. Rep.,5.18,131.0,4.0,"3,892082265"
2008,TCD,Chad,4.84,135.0,4.0,"3,052691532"
2008,CHL,Chile,7.8,13.0,1.0,"3,292454888"
2008,CHN,China,6.27,98.0,3.0,"9,634668"
2008,COL,Colombia,6.6,87.0,3.0,"3,546804886"
2008,COD,"Congo, Dem. R.",5.16,132.0,4.0,"6,225894269"
2008,COG,"Congo, Rep. Of",4.69,137.0,4.0,"5,572264177"
2008,CRI,Costa Rica,7.37,37.0,2.0,"2,731620422"
2008,CIV,Cote d'Ivoire,5.5,128.0,4.0,"2,21343463"
2008,HRV,Croatia,6.72,81.0,3.0,"2,084337519"
2008,CYP,Cyprus,7.74,15.0,1.0,"3,626616209"
2008,CZE,Czech Rep.,7.21,48.0,2.0,"3,099001693"
2008,DNK,Denmark,7.88,10.0,1.0,"-0,783852225"
2008,DOM,Dominican Rep.,6.46,93.0,3.0,"5,255649444"
2008,ECU,Ecuador,6.02,113.0,4.0,"6,3571306"
2008,EGY,Egypt,6.43,94.0,3.0,"7,156283566"
2008,SLV,El Salvador,7.53,27.0,1.0,"1,274227301"
2008,EST,Estonia,7.77,14.0,1.0,"-4,151355335"
2008,ETH,Ethiopia,5.35,130.0,4.0,"10,78855472"
2008,FJI,Fiji,7.26,45.0,2.0,"1,032794789"
2008,FIN,Finland,7.81,12.0,1.0,"0,293570445"
2008,FRA,France,7.42,34.0,1.0,"-0,080668136"
2008,GAB,Gabon,5.85,123.0,4.0,"0,999807338"
2008,GMB,"Gambia, The",,,,"5,734641975"
2008,GEO,Georgia,7.57,26.0,1.0,"2,314047096"
2008,DEU,Germany,7.5,29.0,1.0,"1,083201046"
2008,GHA,Ghana,6.82,72.0,3.0,"8,430504083"
2008,GRC,Greece,7.1,60.0,2.0,"-0,21510917"
2008,GTM,Guatemala,7.21,48.0,2.0,"3,281095312"
2008,GIN,Guinea,,,,"4,936932709"
2008,GNB,Guinea-Bissau,4.81,136.0,4.0,"3,221"
2008,GUY,Guyana,6.4,95.0,3.0,"1,976647058"
2008,HTI,Haiti,6.76,77.0,3.0,"0,843944329"
